feature,period,target,tree_importance,boruta_keep,linear_coef,shap_value,tft_vsn_importance,tree_rank,linear_rank,boruta_score,score_embedded
psar_diff1,1d,target_max_drawdown,0.00035708118230104446,0.0,0.0,0.0,0.0,141.0,106.5,0.0,0.36729857819905215
psar_slope_24h,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
ret_skew_30d_diff1,1d,target_max_drawdown,0.0002741869247984141,0.0,0.0,0.0,0.0,161.0,106.5,0.0,0.3483412322274882
ret_skew_30d_slope_24h,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
ret_kurt_30d_diff1,1d,target_max_drawdown,0.0004203081189189106,0.0,0.0,0.0,0.0,122.0,106.5,0.0,0.3853080568720379
ret_kurt_30d_slope_24h,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
mfi_diff1,1d,target_max_drawdown,0.0003638334455899894,0.0,0.0,0.0,0.0,139.0,106.5,0.0,0.36919431279620857
mfi_slope_24h,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
price_position_ma200_diff1,1d,target_max_drawdown,0.0005688882083632052,0.0,0.0,0.0,0.0,92.0,106.5,0.0,0.4137440758293839
price_position_ma200_slope_24h,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
macd_bullish_cross,1d,target_max_drawdown,0.00013131751620676368,0.0,0.0,0.0,0.0,177.0,106.5,0.0,0.33317535545023697
rsi_overbought,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
rsi_oversold,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
price_above_ma20,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
breakout_recent_high,1d,target_max_drawdown,0.00010483542428119108,0.0,0.0,0.0,0.0,181.0,106.5,0.0,0.3293838862559242
trendline_slope_20,1d,target_max_drawdown,0.0011801222572103143,0.2,0.0,0.0,0.0,36.0,106.5,0.2,0.5068246445497631
volume_relative_20,1d,target_max_drawdown,0.0004451299028005451,0.15,0.0,0.0,0.0,117.0,106.5,0.15,0.4200473933649289
volume_percentile,1d,target_max_drawdown,0.00041673434316180646,0.05,0.0,0.0,0.0,123.0,106.5,0.05,0.39436018957345975
distance_to_support,1d,target_max_drawdown,0.00043418194400146604,0.0,0.0,0.0,0.0,119.0,106.5,0.0,0.3881516587677725
distance_to_resistance,1d,target_max_drawdown,0.4272424578666687,1.0,0.0,0.0,0.0,1.0,106.5,1.0,0.7
volume_spike_near_support,1d,target_max_drawdown,0.0008142243605107069,0.0,0.0,0.0,0.0,63.0,106.5,0.0,0.4412322274881516
volume_spike_near_resist,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
obv_diff1,1d,target_max_drawdown,0.00024109278456307948,0.15,0.0,0.0,0.0,166.0,106.5,0.15,0.3736018957345972
obv_pct,1d,target_max_drawdown,0.0003992706479039043,0.0,0.0,0.0,0.0,130.0,106.5,0.0,0.37772511848341234
obv_slope_14,1d,target_max_drawdown,0.0004992234171368182,0.1,0.0,0.0,0.0,98.0,106.5,0.1,0.4280568720379147
atr_ratio_price,1d,target_max_drawdown,0.001105678966268897,0.55,0.0,0.0,0.0,42.0,106.5,0.55,0.5711374407582939
atr_ratio_range,1d,target_max_drawdown,0.0004027376417070627,0.1,0.0,0.0,0.0,129.0,106.5,0.1,0.3986729857819905
atr_change,1d,target_max_drawdown,0.0003441390872467309,0.0,0.0,0.0,0.0,146.0,106.5,0.0,0.3625592417061611
atr_slope,1d,target_max_drawdown,0.0002830495941452682,0.0,0.0,0.0,0.0,159.0,106.5,0.0,0.35023696682464456
ma20_zn30,1d,target_max_drawdown,0.00565294036641717,0.95,0.0,0.0,0.0,11.0,106.5,0.95,0.680521327014218
boll_upper_zn30,1d,target_max_drawdown,0.005316452588886023,0.95,0.0,0.0,0.0,12.0,106.5,0.95,0.6795734597156399
boll_lower_zn30,1d,target_max_drawdown,0.000525603536516428,0.05,0.0,0.0,0.0,95.0,106.5,0.05,0.42090047393364927
support_level_20_zn30,1d,target_max_drawdown,0.0005972073413431644,0.0,0.0,0.0,0.0,88.0,106.5,0.0,0.4175355450236967
distance_to_support_zn30,1d,target_max_drawdown,0.0002164732723031193,0.05,0.0,0.0,0.0,168.0,106.5,0.05,0.3517061611374408
distance_to_resistance_zn30,1d,target_max_drawdown,0.0027224852237850428,0.9,0.0,0.0,0.0,19.0,106.5,0.9,0.6629383886255924
vol_ma_zn30,1d,target_max_drawdown,0.00035419376217760146,0.0,0.0,0.0,0.0,143.0,106.5,0.0,0.36540284360189573
volume_relative_20_zn30,1d,target_max_drawdown,0.00018661559442989528,0.0,0.0,0.0,0.0,172.0,106.5,0.0,0.33791469194312795
obv_zn30,1d,target_max_drawdown,0.0003869385982397944,0.15,0.0,0.0,0.0,135.0,106.5,0.15,0.4029857819905214
atr_zn30,1d,target_max_drawdown,0.0003891628293786198,0.05,0.0,0.0,0.0,133.0,106.5,0.05,0.3848815165876777
amplitude_range_zn30,1d,target_max_drawdown,0.0002898189704865217,0.0,0.0,0.0,0.0,155.0,106.5,0.0,0.35402843601895734
atr_slope_zn30,1d,target_max_drawdown,0.00038373013376258314,0.1,0.0,0.0,0.0,136.0,106.5,0.1,0.39203791469194316
trendline_slope_20_zn30,1d,target_max_drawdown,0.0012325913412496448,0.35,0.0,0.0,0.0,32.0,106.5,0.35,0.5406161137440758
ma_diff_5_20_zn30,1d,target_max_drawdown,0.00044900953071191907,0.4,0.0,0.0,0.0,115.0,106.5,0.4,0.47194312796208526
cci_zn30,1d,target_max_drawdown,0.0004121499659959227,0.35,0.0,0.0,0.0,126.0,106.5,0.35,0.4515165876777251
adx_scaled_zn30,1d,target_max_drawdown,0.0003174982557538897,0.05,0.0,0.0,0.0,150.0,106.5,0.05,0.36876777251184834
vwap_zn30,1d,target_max_drawdown,0.00042084240703843534,0.0,0.0,0.0,0.0,121.0,106.5,0.0,0.3862559241706161
obv_diff1_zn30,1d,target_max_drawdown,0.0012108022347092628,0.55,0.0,0.0,0.0,34.0,106.5,0.55,0.5787203791469194
obv_pct_zn30,1d,target_max_drawdown,0.00011622450983850285,0.0,0.0,0.0,0.0,180.0,106.5,0.0,0.3303317535545024
obv_slope_14_zn30,1d,target_max_drawdown,0.0005602838937193155,0.05,0.0,0.0,0.0,93.0,106.5,0.05,0.42279620853080574
trend_flag_zn30,1d,target_max_drawdown,0.00041243413579650223,0.05,0.0,0.0,0.0,125.0,106.5,0.05,0.39246445497630333
range_flag_zn30,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
high_vol_flag_zn30,1d,target_max_drawdown,8.289190191135276e-06,0.0,0.0,0.0,0.0,183.0,106.5,0.0,0.32748815165876777
stress_flag_zn30,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
donchian_high_20_zn30,1d,target_max_drawdown,0.03522401303052902,1.0,0.0,0.0,0.0,5.0,106.5,1.0,0.6962085308056872
squeeze_on_zn30,1d,target_max_drawdown,0.0006639829371124506,0.05,0.0,0.0,0.0,80.0,106.5,0.05,0.4351184834123223
ppo_zn30,1d,target_max_drawdown,0.00047470000572502613,0.1,0.0,0.0,0.0,103.0,106.5,0.1,0.4233175355450237
stoch_rsi_zn30,1d,target_max_drawdown,0.000610730960033834,0.05,0.0,0.0,0.0,85.0,106.5,0.05,0.43037914691943124
williams_r_zn30,1d,target_max_drawdown,0.00047984556294977665,0.05,0.0,0.0,0.0,101.0,106.5,0.05,0.41521327014218007
ichimoku_conv_zn30,1d,target_max_drawdown,0.0014160113641992211,0.55,0.0,0.0,0.0,26.0,106.5,0.55,0.5863033175355451
ichimoku_base_zn30,1d,target_max_drawdown,0.0008523037540726364,0.4,0.0,0.0,0.0,58.0,106.5,0.4,0.5259715639810427
ichimoku_span_a_zn30,1d,target_max_drawdown,0.0011172238737344742,0.45,0.0,0.0,0.0,39.0,106.5,0.45,0.5539810426540285
ichimoku_span_b_zn30,1d,target_max_drawdown,0.0007391641847789288,0.3,0.0,0.0,0.0,75.0,106.5,0.3,0.48985781990521327
cloud_thickness_zn30,1d,target_max_drawdown,0.0007196364458650351,0.2,0.0,0.0,0.0,77.0,106.5,0.2,0.4679620853080569
psar_zn30,1d,target_max_drawdown,0.0007679901900701225,0.25,0.0,0.0,0.0,70.0,106.5,0.25,0.4845971563981043
psar_flip_flag_zn30,1d,target_max_drawdown,0.00012341397814452648,0.05,0.0,0.0,0.0,179.0,106.5,0.05,0.34127962085308056
supertrend_10_3_zn30,1d,target_max_drawdown,0.0003271313908044249,0.0,0.0,0.0,0.0,148.0,106.5,0.0,0.36066350710900474
heikin_ashi_trend_zn30,1d,target_max_drawdown,0.0004563243128359318,0.0,0.0,0.0,0.0,110.0,106.5,0.0,0.3966824644549763
ret_skew_30d_zn30,1d,target_max_drawdown,0.0009761946275830269,0.25,0.0,0.0,0.0,49.0,106.5,0.25,0.5045023696682465
ret_kurt_30d_zn30,1d,target_max_drawdown,0.0004509200807660818,0.1,0.0,0.0,0.0,114.0,106.5,0.1,0.41289099526066353
var_95_30d_zn30,1d,target_max_drawdown,0.0005738965119235218,0.1,0.0,0.0,0.0,91.0,106.5,0.1,0.43469194312796217
cvar_95_30d_zn30,1d,target_max_drawdown,0.0005993620725348592,0.15,0.0,0.0,0.0,86.0,106.5,0.15,0.4494312796208531
z_score_gap_zn30,1d,target_max_drawdown,0.00029219608404673636,0.05,0.0,0.0,0.0,153.0,106.5,0.05,0.3659241706161137
engulfing_up_cnt_20_zn30,1d,target_max_drawdown,0.0002838626387529075,0.0,0.0,0.0,0.0,158.0,106.5,0.0,0.35118483412322277
doji_ratio_20_zn30,1d,target_max_drawdown,0.00044334688573144376,0.05,0.0,0.0,0.0,118.0,106.5,0.05,0.39909952606635074
hammer_cnt_20_zn30,1d,target_max_drawdown,0.0005859149387106299,0.15,0.0,0.0,0.0,89.0,106.5,0.15,0.4465876777251185
mfi_zn30,1d,target_max_drawdown,0.0004611049953382462,0.0,0.0,0.0,0.0,109.0,106.5,0.0,0.3976303317535545
cmf_zn30,1d,target_max_drawdown,0.0004515365289989859,0.05,0.0,0.0,0.0,113.0,106.5,0.05,0.4038388625592416
price_volume_corr_20_zn30,1d,target_max_drawdown,0.0008138219127431512,0.1,0.0,0.0,0.0,64.0,106.5,0.1,0.4602843601895735
price_position_ma200_zn30,1d,target_max_drawdown,0.0012550714891403913,0.55,0.0,0.0,0.0,30.0,106.5,0.55,0.5825118483412323
beta_btc_60d_zn30,1d,target_max_drawdown,0.0011300812475383282,0.5,0.0,0.0,0.0,37.0,106.5,0.5,0.5658767772511848
distance_to_pivot_zn30,1d,target_max_drawdown,0.00024669175036251545,0.0,0.0,0.0,0.0,165.0,106.5,0.0,0.34454976303317536
volume_profile_hvn_zn30,1d,target_max_drawdown,0.0005786448018625379,0.1,0.0,0.0,0.0,90.0,106.5,0.1,0.4356398104265403
volume_profile_lvn_zn30,1d,target_max_drawdown,0.0004632816126104444,0.05,0.0,0.0,0.0,108.0,106.5,0.05,0.4085781990521327
dow_sin_zn30,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
dow_cos_zn30,1d,target_max_drawdown,0.0016644435236230493,0.2,0.0,0.0,0.0,23.0,106.5,0.2,0.5191469194312797
high_mm30,1d,target_max_drawdown,0.13328148424625397,1.0,0.0,0.0,0.0,2.0,106.5,1.0,0.6990521327014217
low_mm30,1d,target_max_drawdown,0.060314107686281204,1.0,0.0,0.0,0.0,4.0,106.5,1.0,0.6971563981042654
ma5_mm30,1d,target_max_drawdown,0.000756174442358315,0.1,0.0,0.0,0.0,72.0,106.5,0.1,0.45270142180094786
boll_upper_mm30,1d,target_max_drawdown,0.0009512342512607574,0.4,0.0,0.0,0.0,52.0,106.5,0.4,0.5316587677725119
boll_lower_mm30,1d,target_max_drawdown,0.001129159820266068,0.65,0.0,0.0,0.0,38.0,106.5,0.65,0.5949289099526066
support_level_20_mm30,1d,target_max_drawdown,0.0012536222347989678,0.0,0.0,0.0,0.0,31.0,106.5,0.0,0.47156398104265407
resistance_level_20_mm30,1d,target_max_drawdown,0.004702534526586533,0.55,0.0,0.0,0.0,13.0,106.5,0.55,0.5986255924170616
distance_to_support_mm30,1d,target_max_drawdown,0.0006250952719710767,0.3,0.0,0.0,0.0,84.0,106.5,0.3,0.48132701421800944
distance_to_resistance_mm30,1d,target_max_drawdown,0.0004723214660771191,0.1,0.0,0.0,0.0,104.0,106.5,0.1,0.4223696682464455
volume_mm30,1d,target_max_drawdown,0.0004891388234682381,0.0,0.0,0.0,0.0,100.0,106.5,0.0,0.4061611374407583
vol_ma_mm30,1d,target_max_drawdown,0.00035194799420423806,0.0,0.0,0.0,0.0,144.0,106.5,0.0,0.3644549763033175
volume_relative_20_mm30,1d,target_max_drawdown,0.0008478739182464778,0.0,0.0,0.0,0.0,59.0,106.5,0.0,0.44502369668246444
obv_mm30,1d,target_max_drawdown,0.001108079100959003,0.5,0.0,0.0,0.0,41.0,106.5,0.5,0.562085308056872
amplitude_range_mm30,1d,target_max_drawdown,0.0001949244469869882,0.0,0.0,0.0,0.0,170.0,106.5,0.0,0.33981042654028437
atr_slope_mm30,1d,target_max_drawdown,0.0002970862842630595,0.0,0.0,0.0,0.0,152.0,106.5,0.0,0.35687203791469196
cci_mm30,1d,target_max_drawdown,0.001194660784676671,0.55,0.0,0.0,0.0,35.0,106.5,0.55,0.5777725118483412
adx_scaled_mm30,1d,target_max_drawdown,0.0006586569361388683,0.1,0.0,0.0,0.0,81.0,106.5,0.1,0.4441706161137441
vwap_mm30,1d,target_max_drawdown,0.002586070913821459,0.15,0.0,0.0,0.0,20.0,106.5,0.15,0.5119905213270142
obv_diff1_mm30,1d,target_max_drawdown,0.00041660203714855015,0.0,0.0,0.0,0.0,124.0,106.5,0.0,0.3834123222748815
obv_pct_mm30,1d,target_max_drawdown,0.0006459148717112839,0.0,0.0,0.0,0.0,82.0,106.5,0.0,0.42322274881516586
obv_slope_14_mm30,1d,target_max_drawdown,0.0009375758818350732,0.05,0.0,0.0,0.0,54.0,106.5,0.05,0.4597630331753555
trend_flag_mm30,1d,target_max_drawdown,0.0,0.0,0.0,0.0,0.0,198.5,106.5,0.0,0.3127962085308057
keltner_upper_20_mm30,1d,target_max_drawdown,0.0015585592482239008,0.1,0.0,0.0,0.0,24.0,106.5,0.1,0.49819905213270144
keltner_lower_20_mm30,1d,target_max_drawdown,0.000838997948449105,0.0,0.0,0.0,0.0,61.0,106.5,0.0,0.4431279620853081
stoch_rsi_mm30,1d,target_max_drawdown,0.000553973310161382,0.05,0.0,0.0,0.0,94.0,106.5,0.05,0.4218483412322275
