feature,coverage,variance,keep,cluster_rep
close_change_futures_basis,1.0,305.84890041492423,True,close_change_futures_basis
whale_index_value_whale_index,1.0,11372.935014406607,True,whale_index_value_whale_index
taker_buy_volume_usd,1.0,3.3830235076594554e+17,False,taker_sell_volume_usd
taker_sell_volume_usd,1.0,3.547167050358012e+17,True,taker_sell_volume_usd
taker_imbalance,1.0,0.002594053319324658,False,taker_buy_sell_imbalance
taker_buy_volume_usd_z,1.0,2.3206924213604125,False,taker_sell_volume_usd_z
taker_sell_volume_usd_z,1.0,2.3454973373807775,True,taker_sell_volume_usd_z
taker_imbalance_z,1.0,1.219730039097708,True,taker_imbalance_z
taker_buy_sell_imbalance,1.0,1.534368714615,True,taker_buy_sell_imbalance
basis_raw,1.0,0.001856173481902803,False,basis_z
cgdi_index_value_futures_cgdi,1.0,366532.2080079049,False,cgdi_index_value_futures_cgdi
cdri_index_value_futures_cdri,1.0,29.352226054069206,True,cdri_index_value_futures_cdri
interest_rate_borrow_interest_rate_binance,1.0,0.004936608291808875,True,interest_rate_borrow_interest_rate_binance
premium_premium_index,1.0,2579.0247626428145,True,premium_premium_index
premium_rate_premium_index,1.0,0.0030540085229923027,False,premium_premium_index
altcoin_index_index,1.0,250.3166521583833,True,altcoin_index_index
reserve_risk_index_bitcoin_bitcoin_reserve_risk,1.0,1.0853397947401256e-07,False,reserve_risk_index_bitcoin_bitcoin_reserve_risk
movcd_bitcoin_bitcoin_reserve_risk,1.0,928056654.9417793,True,movcd_bitcoin_bitcoin_reserve_risk
hodl_bank_bitcoin_bitcoin_reserve_risk,1.0,17410749084189.598,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
vocd_bitcoin_bitcoin_reserve_risk,1.0,16046259787.836712,True,vocd_bitcoin_bitcoin_reserve_risk
average_price_ahr999,1.0,194313216.96331578,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
ahr999_value_ahr999,1.0,0.07506852119174975,True,ahr999_value_ahr999
current_value_ahr999,1.0,361931651.5515667,False,market_cap_bitcoin_bitcoin_dominance
active_address_count_bitcoin_active_addresses,1.0,6806887399.552163,True,active_address_count_bitcoin_active_addresses
new_address_count_bitcoin_new_addresses,1.0,983518616.3606318,True,new_address_count_bitcoin_new_addresses
net_unpnl_bitcoin_bitcoin_net_unrealized_profit_loss,1.0,0.0022544293580744885,True,net_unpnl_bitcoin_bitcoin_net_unrealized_profit_loss
sth_sopr_bitcoin_sth_sopr,1.0,0.0003163613669070729,True,sth_sopr_bitcoin_sth_sopr
lth_sopr_bitcoin_lth_sopr,1.0,1.636212183108529,True,lth_sopr_bitcoin_lth_sopr
sth_realized_price_bitcoin_sth_realized_price,1.0,236430394.17673364,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
lth_realized_price_bitcoin_lth_realized_price,1.0,24135969.95118211,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
long_term_holder_supply_bitcoin_bitcoin_long_term_holder_supply,1.0,344640969141.1472,False,short_term_holder_supply_bitcoin_bitcoin_short_term_holder_supply
short_term_holder_supply_bitcoin_bitcoin_short_term_holder_supply,1.0,348364422577.27026,True,short_term_holder_supply_bitcoin_bitcoin_short_term_holder_supply
bmo_value_bitcoin_bitcoin_macro_oscillator,1.0,0.06096360438108851,False,bmo_value_bitcoin_bitcoin_macro_oscillator
rhodl_ratio_bitcoin_bitcoin_rhodl_ratio,1.0,5325207.24742919,True,rhodl_ratio_bitcoin_bitcoin_rhodl_ratio
market_cap_bitcoin_bitcoin_dominance,1.0,1.4676607207681824e+23,False,market_cap_bitcoin_bitcoin_dominance
bitcoin_dominance_bitcoin_bitcoin_dominance,1.0,8.67651988432348,True,bitcoin_dominance_bitcoin_bitcoin_dominance
global_m2_yoy_growth_bitcoin_bitcoin_vs_global_m2_growth,1.0,5.247066702512786,True,global_m2_yoy_growth_bitcoin_bitcoin_vs_global_m2_growth
global_m2_supply_bitcoin_bitcoin_vs_global_m2_growth,1.0,8.908949290446816e+24,False,global_m2_supply_bitcoin_bitcoin_vs_global_m2_growth
us_m2_yoy_growth_bitcoin_bitcoin_vs_us_m2_growth,1.0,0.021919555411934598,True,us_m2_yoy_growth_bitcoin_bitcoin_vs_us_m2_growth
us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth,1.0,1.0237496661348004e+23,True,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
stablecoin_marketcap_total,1.0,7.772435133066521e+20,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
bubble_index_bitcoin_bubble_index,1.0,26.254515990854642,True,bubble_index_bitcoin_bubble_index
google_trend_percent_bitcoin_bubble_index,1.0,7.16642717225166,True,google_trend_percent_bitcoin_bubble_index
mining_difficulty_bitcoin_bubble_index,1.0,7.33930140476079e+25,True,mining_difficulty_bitcoin_bubble_index
transaction_count_bitcoin_bubble_index,1.0,11030885907.076622,True,transaction_count_bitcoin_bubble_index
address_send_count_bitcoin_bubble_index,1.0,2159055610.4628606,True,address_send_count_bitcoin_bubble_index
lowest_bitcoin_rainbow_chart,1.0,32115788.5815656,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
first_bitcoin_rainbow_chart,1.0,57037176.89117873,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
second_bitcoin_rainbow_chart,1.0,105371674.23866218,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
third_bitcoin_rainbow_chart,1.0,198581290.56419715,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
fourth_bitcoin_rainbow_chart,1.0,361914402.7765441,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
fifth_bitcoin_rainbow_chart,1.0,659588999.059455,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
sixth_bitcoin_rainbow_chart,1.0,1244957622.86572,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
seventh_bitcoin_rainbow_chart,1.0,2360236510.3689528,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
eighth_bitcoin_rainbow_chart,1.0,4253602911.543316,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
ninth_bitcoin_rainbow_chart,1.0,7870861134.633934,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
ma_110_pi_cycle_indicator,1.0,258701861.77149972,False,ma_110_pi_cycle_indicator
ma_350_mu_2_pi_cycle_indicator,1.0,702472934.1105094,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
puell_multiple_puell_multiple,1.0,0.050557477068905114,True,puell_multiple_puell_multiple
next_halving_stock_flow,1.0,14206.895271306728,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
correlation_gld,1.0,0.23386149717139304,True,correlation_gld
correlation_iwm,1.0,0.11479213486872761,True,correlation_iwm
correlation_qqq,1.0,0.1521614134065715,True,correlation_qqq
correlation_spy,1.0,0.12138071825675067,False,correlation_spy
correlation_tlt,1.0,0.17929101494306354,True,correlation_tlt
etf_btc_net_assets_usd,1.0,1.4941113484655346e+20,False,etf_btc_net_assets_usd
etf_btc_change_usd,1.0,1.2759611821060658e+17,True,etf_btc_change_usd
etf_btc_price_usd,1.0,360889878.80043215,False,market_cap_bitcoin_bitcoin_dominance
etf_eth_net_assets_usd,1.0,1.2949960531580127e+19,True,etf_eth_net_assets_usd
etf_eth_change_usd,1.0,2.3025404016024116e+16,True,etf_eth_change_usd
funding_rate,1.0,0.12209738546383649,True,funding_rate
basis_z,1.0,0.002764510831623825,True,basis_z
active_addresses,1.0,6806887399.552163,False,active_address_count_bitcoin_active_addresses
new_addresses,1.0,983518616.3606318,False,new_address_count_bitcoin_new_addresses
stablecoin_mcap,1.0,7.772435133066521e+20,False,us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth
