feature,tree_importance,perm_mean,perm_std,base_score,delta_metric,tree_rank,perm_rank,rank_avg,rank_pct,period,target,era,block_len,embargo,purge,perm_ci95_low,perm_ci95_high
high_vol_flag,0.014574082,0.0,0.0,0.5426615168539326,0.0,1.0,95.0,48.0,0.2513089005235602,1h,target_binarytrend,2025,36,0,0,0.0,0.0
range_flag,0.009807723,-0.00015252254324402693,9.562857698172652e-05,0.5426615168539326,-0.00015252254324402693,2.0,102.0,52.0,0.27225130890052357,1h,target_binarytrend,2025,36,0,0,-0.0002363446867433301,-6.870039974472376e-05
squeeze_on,0.0092472825,7.842593757105832e-05,4.229126787933777e-05,0.5426615168539326,7.842593757105832e-05,3.0,83.0,43.0,0.225130890052356,1h,target_binarytrend,2025,36,0,0,4.1356006836580085e-05,0.00011549586830553654
range_flag_zn30,0.008649186,-0.0005314492584555852,0.00014795015145333915,0.5426615168539326,-0.0005314492584555852,4.0,117.0,60.5,0.31675392670157065,1h,target_binarytrend,2025,36,0,0,-0.000661133284060559,-0.0004017652328506114
range_flag_slope_24h,0.007949031,0.0007212518287631031,0.00026452779274771743,0.5426615168539326,0.0007212518287631031,5.0,55.0,30.0,0.15706806282722513,1h,target_binarytrend,2025,36,0,0,0.0004893829951665293,0.0009531206623596769
price_above_ma20,0.007795616,0.00014102825642789974,0.00014737933050323936,0.5426615168539326,0.00014102825642789974,6.0,80.0,43.0,0.225130890052356,1h,target_binarytrend,2025,36,0,0,1.1844577446308357e-05,0.0002702119354094911
macd_bullish_cross,0.007774536,0.00011486445318342753,4.226317650577199e-05,0.5426615168539326,0.00011486445318342753,7.0,82.0,44.5,0.23298429319371727,1h,target_binarytrend,2025,36,0,0,7.781914562353208e-05,0.00015190976074332298
high_vol_flag_zn30,0.0074830023,0.0006123312817797766,0.00010562634975984348,0.5426615168539326,0.0006123312817797766,8.0,61.0,34.5,0.1806282722513089,1h,target_binarytrend,2025,36,0,0,0.0005197457040547306,0.0007049168595048227
stress_flag_zn30,0.0069848103,4.763113463124302e-05,0.0,0.5426615168539326,4.763113463124302e-05,9.0,87.5,48.25,0.2526178010471204,1h,target_binarytrend,2025,36,0,0,4.763113463124302e-05,4.763113463124302e-05
breakout_recent_high,0.006945414,-0.0005305939181064146,9.903814049035458e-05,0.5426615168539326,-0.0005305939181064146,10.0,116.0,63.0,0.3298429319371728,1h,target_binarytrend,2025,36,0,0,-0.0006174046757910445,-0.0004437831604217846
volume_profile_lvn_zn30,0.006915243,-0.0004965837584564702,0.0005192077464966,0.5426615168539326,-0.0004965837584564702,11.0,114.0,62.5,0.32722513089005234,1h,target_binarytrend,2025,36,0,0,-0.0009516894141759336,-4.14781027370069e-05
trend_flag_diff1,0.006802934,0.0003155866178498501,0.0004544217317815718,0.5426615168539326,0.0003155866178498501,12.0,71.0,41.5,0.21727748691099477,1h,target_binarytrend,2025,36,0,0,-8.273159217512421e-05,0.0007139048278748244
kdj_j,0.006738092,-0.00044308554753142993,0.0014175949969819168,0.5426615168539326,-0.00044308554753142993,13.0,111.0,62.0,0.32460732984293195,1h,target_binarytrend,2025,36,0,0,-0.0016856623484349785,0.0007994912533721187
volume_profile_hvn_zn30,0.006646905,-0.0021100030608965483,0.0007870818584689583,0.5426615168539326,-0.0021100030608965483,14.0,168.0,91.0,0.47643979057591623,1h,target_binarytrend,2025,36,0,0,-0.0027999107283387843,-0.0014200953934543122
r_btc,0.0066250456,-0.0015669662330066725,0.0022386716649844787,0.5426615168539326,-0.0015669662330066725,15.0,154.0,84.5,0.4424083769633508,1h,target_binarytrend,2025,36,0,0,-0.003529248465712181,0.0003953159996988361
squeeze_on_zn30,0.0061943126,0.0003463277806071474,0.0009927382514111859,0.5426615168539326,0.0003463277806071474,16.0,68.0,42.0,0.2198952879581152,1h,target_binarytrend,2025,36,0,0,-0.0005238456632885703,0.0012165012245028651
dow_sin,0.0060258694,0.002125902849787131,0.0004041624436465446,0.5426615168539326,0.002125902849787131,17.0,23.0,20.0,0.10471204188481675,1h,target_binarytrend,2025,36,0,0,0.0017716388481922593,0.002480166851382003
z_score_gap,0.005982367,-0.0027227064084293317,0.0007504104096964808,0.5426615168539326,-0.0027227064084293317,18.0,174.0,96.0,0.5026178010471204,1h,target_binarytrend,2025,36,0,0,-0.0033804701337744126,-0.002064942683084251
doji_ratio_20,0.005961921,-0.0003475814235700314,0.00038902010127245734,0.5426615168539326,-0.0003475814235700314,19.0,107.0,63.0,0.3298429319371728,1h,target_binarytrend,2025,36,0,0,-0.0006885725768651856,-6.590270274877135e-06
ppo,0.0059266784,0.0005777395711983769,0.000393277566597932,0.5426615168539326,0.0005777395711983769,20.0,64.0,42.0,0.2198952879581152,1h,target_binarytrend,2025,36,0,0,0.0002330165850064156,0.0009224625573903381
ma_diff_5_20_zn30,0.005923202,-0.002585693338037487,0.0007430762585539793,0.5426615168539326,-0.002585693338037487,21.0,171.0,96.0,0.5026178010471204,1h,target_binarytrend,2025,36,0,0,-0.0032370283964619066,-0.0019343582796130672
tail_bias_norm,0.0058543044,-0.004677753328420931,0.001589899088721077,0.5426615168539326,-0.004677753328420931,22.0,190.0,106.0,0.5549738219895288,1h,target_binarytrend,2025,36,0,0,-0.006071361324801087,-0.0032841453320407747
price_position_ma200_zn30,0.0058525535,0.0016274450134763584,0.0014080091238295258,0.5426615168539326,0.0016274450134763584,23.0,33.0,28.0,0.14659685863874344,1h,target_binarytrend,2025,36,0,0,0.00039327060085784485,0.002861619426094872
ichimoku_conv_zn30,0.005822837,-0.0010712427554157911,0.0008840082984329021,0.5426615168539326,-0.0010712427554157911,24.0,143.0,83.5,0.43717277486910994,1h,target_binarytrend,2025,36,0,0,-0.0018461101934199881,-0.0002963753174115943
mfi,0.005802274,0.0002542089284136573,0.0011048600729841758,0.5426615168539326,0.0002542089284136573,25.0,74.0,49.5,0.2591623036649215,1h,target_binarytrend,2025,36,0,0,-0.0007142436252829971,0.0012226614821103116
_orig_idx,0.0057620583,0.0,0.0,0.5426615168539326,0.0,26.0,95.0,60.5,0.31675392670157065,1h,target_binarytrend,2025,36,0,0,0.0,0.0
