feature,score_global,avg_rank_pct,std_rank_pct,pair_coverage,appear_rate,appear_rate_era,rank,keep
taker_imbalance_z,0.7756410256410257,0.22748655913978494,0.22530496983920503,15,0.7333333333333333,1.0,1,True
low_mm30,0.7430499325236167,0.2599462365591398,0.21997920777479923,15,0.6666666666666666,1.0,2,True
etf_btc_change_usd,0.7369770580296896,0.265994623655914,0.18444230618404786,15,0.7333333333333333,1.0,3,True
ppo,0.7310391363022942,0.27190860215053764,0.1681467959193679,15,0.6666666666666666,1.0,4,True
r_btc,0.7273954116059379,0.27553763440860213,0.22039878622404047,15,0.6666666666666666,1.0,5,True
high_mm30,0.726450742240216,0.2764784946236559,0.3051602622635099,15,0.6666666666666666,1.0,6,True
target_breakout_prob,0.7242914979757085,0.2786290322580645,0.34651073242515645,15,0.6666666666666666,1.0,7,True
return_skewness,0.7036437246963562,0.2991935483870967,0.204250886945193,15,0.6666666666666666,1.0,8,True
taker_buy_sell_imbalance,0.7021592442645075,0.3006720430107527,0.24817214325978268,15,0.6,1.0,9,True
new_address_count_bitcoin_new_addresses,0.6922402159244265,0.3105510752688172,0.22040398967399358,15,0.5333333333333333,1.0,10,True
distance_to_resistance,0.6890688259109311,0.31370967741935485,0.26326154690099696,15,0.5333333333333333,1.0,11,True
ewmavolatility,0.6779352226720647,0.3247983870967742,0.27897723987103706,15,0.6,1.0,12,True
rolling_volatility,0.6737516869095816,0.3289650537634409,0.2339136907121231,15,0.6,1.0,13,True
obv_diff1_zn30,0.6635627530364372,0.33911290322580645,0.17399422159430672,15,0.5333333333333333,1.0,14,True
cci,0.6631578947368421,0.3395161290322581,0.2566314707820311,15,0.5333333333333333,1.0,15,True
cvar_95_30d,0.6602564102564102,0.3424059139784947,0.2508208019600394,15,0.5333333333333333,1.0,16,True
ichimoku_span_a_zn30,0.6550607287449391,0.34758064516129034,0.2343704938618404,15,0.6666666666666666,1.0,17,True
boll_upper_zn30,0.6213225371120108,0.3811827956989247,0.3010630749327357,15,0.5333333333333333,1.0,18,True
ichimoku_base_zn30,0.6121457489878542,0.3903225806451613,0.20149017001593872,15,0.5333333333333333,1.0,19,True
