feature,period,target,tree_importance,boruta_keep,linear_coef,shap_value,tft_vsn_importance,tree_rank,linear_rank,boruta_score,score_embedded
oi_mean_oc,1d,target_logsharpe_ratio,0.002432697219774127,0.05,0.0,0.0,0.0,74.0,124.5,0.05,0.45089068825910933
oi_mean_oc_z,1d,target_logsharpe_ratio,0.0015623823273926973,0.0,0.0,0.0,0.0,109.0,124.5,0.0,0.41255060728744936
long_percent_ls_acc_global,1d,target_logsharpe_ratio,0.0016490132547914982,0.0,0.0,0.0,0.0,106.0,124.5,0.0,0.4149797570850202
long_percent_ls_acc_top,1d,target_logsharpe_ratio,0.0008963414584286511,0.0,0.0,0.0,0.0,150.0,124.5,0.0,0.3793522267206478
long_percent_ls_pos_top,1d,target_logsharpe_ratio,0.0012438003905117512,0.0,0.0,0.0,0.0,127.0,124.5,0.0,0.39797570850202424
open_basis_futures_basis,1d,target_logsharpe_ratio,0.0005839024670422077,0.0,0.0,0.0,0.0,170.0,124.5,0.0,0.3631578947368421
open_change_futures_basis,1d,target_logsharpe_ratio,0.002204708056524396,0.0,0.0,0.0,0.0,80.0,124.5,0.0,0.43603238866396765
close_change_futures_basis,1d,target_logsharpe_ratio,0.0012132455594837666,0.0,0.0,0.0,0.0,128.0,124.5,0.0,0.397165991902834
whale_index_value_whale_index,1d,target_logsharpe_ratio,0.0015282037202268839,0.0,0.0,0.0,0.0,110.0,124.5,0.0,0.41174089068825914
taker_sell_volume_usd,1d,target_logsharpe_ratio,0.0010064436355605721,0.0,0.0,0.0,0.0,143.0,124.5,0.0,0.38502024291497977
taker_sell_volume_usd_z,1d,target_logsharpe_ratio,0.000638655386865139,0.0,0.0,0.0,0.0,167.0,124.5,0.0,0.365587044534413
taker_imbalance_z,1d,target_logsharpe_ratio,0.0005109707708470523,0.05,0.0,0.0,0.0,174.0,124.5,0.05,0.369919028340081
taker_buy_sell_imbalance,1d,target_logsharpe_ratio,0.001142716035246849,0.0,0.0,0.0,0.0,133.0,124.5,0.0,0.39311740890688257
cdri_index_value_futures_cdri,1d,target_logsharpe_ratio,0.008207309991121292,0.35,0.0,0.0,0.0,29.0,124.5,0.35,0.5473279352226721
interest_rate_borrow_interest_rate_binance,1d,target_logsharpe_ratio,0.0006641027284786105,0.0,0.0,0.0,0.0,164.0,124.5,0.0,0.36801619433198385
premium_premium_index,1d,target_logsharpe_ratio,0.026604486629366875,0.95,0.0,0.0,0.0,7.0,124.5,0.95,0.6851417004048583
altcoin_index_index,1d,target_logsharpe_ratio,0.014519277960062027,0.4,0.0,0.0,0.0,19.0,124.5,0.4,0.5654251012145749
movcd_bitcoin_bitcoin_reserve_risk,1d,target_logsharpe_ratio,0.008779717609286308,0.05,0.0,0.0,0.0,26.0,124.5,0.05,0.48975708502024295
vocd_bitcoin_bitcoin_reserve_risk,1d,target_logsharpe_ratio,0.013098664581775665,0.65,0.0,0.0,0.0,21.0,124.5,0.65,0.6138056680161943
ahr999_value_ahr999,1d,target_logsharpe_ratio,0.030544258654117584,0.9,0.0,0.0,0.0,5.0,124.5,0.9,0.6767611336032389
active_address_count_bitcoin_active_addresses,1d,target_logsharpe_ratio,0.018199263140559196,0.95,0.0,0.0,0.0,13.0,124.5,0.95,0.6802834008097166
new_address_count_bitcoin_new_addresses,1d,target_logsharpe_ratio,0.016218025237321854,0.85,0.0,0.0,0.0,16.0,124.5,0.85,0.6578542510121458
net_unpnl_bitcoin_bitcoin_net_unrealized_profit_loss,1d,target_logsharpe_ratio,0.014143917709589005,0.4,0.0,0.0,0.0,20.0,124.5,0.4,0.5646153846153846
sth_sopr_bitcoin_sth_sopr,1d,target_logsharpe_ratio,0.008141654543578625,0.55,0.0,0.0,0.0,31.0,124.5,0.55,0.5857085020242915
lth_sopr_bitcoin_lth_sopr,1d,target_logsharpe_ratio,0.01507520955055952,0.85,0.0,0.0,0.0,18.0,124.5,0.85,0.6562348178137652
short_term_holder_supply_bitcoin_bitcoin_short_term_holder_supply,1d,target_logsharpe_ratio,0.017086895182728767,0.85,0.0,0.0,0.0,15.0,124.5,0.85,0.658663967611336
rhodl_ratio_bitcoin_bitcoin_rhodl_ratio,1d,target_logsharpe_ratio,0.02133098803460598,0.7,0.0,0.0,0.0,10.0,124.5,0.7,0.6327125506072875
bitcoin_dominance_bitcoin_bitcoin_dominance,1d,target_logsharpe_ratio,0.09838911890983582,0.95,0.0,0.0,0.0,1.0,124.5,0.95,0.6900000000000001
global_m2_yoy_growth_bitcoin_bitcoin_vs_global_m2_growth,1d,target_logsharpe_ratio,0.018257562071084976,0.45,0.0,0.0,0.0,12.0,124.5,0.45,0.5810931174089069
us_m2_yoy_growth_bitcoin_bitcoin_vs_us_m2_growth,1d,target_logsharpe_ratio,0.011404161341488361,0.15,0.0,0.0,0.0,23.0,124.5,0.15,0.5121862348178137
us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth,1d,target_logsharpe_ratio,0.0,0.0,0.0,0.0,0.0,233.0,124.5,0.0,0.31214574898785424
bubble_index_bitcoin_bubble_index,1d,target_logsharpe_ratio,0.0017202880699187517,0.35,0.0,0.0,0.0,102.0,124.5,0.35,0.4882186234817814
google_trend_percent_bitcoin_bubble_index,1d,target_logsharpe_ratio,0.024897729977965355,0.9,0.0,0.0,0.0,8.0,124.5,0.9,0.674331983805668
mining_difficulty_bitcoin_bubble_index,1d,target_logsharpe_ratio,0.05961911752820015,0.25,0.0,0.0,0.0,2.0,124.5,0.25,0.5491902834008097
transaction_count_bitcoin_bubble_index,1d,target_logsharpe_ratio,0.006004095543175936,0.1,0.0,0.0,0.0,40.0,124.5,0.1,0.488421052631579
address_send_count_bitcoin_bubble_index,1d,target_logsharpe_ratio,0.0065440647304058075,0.15,0.0,0.0,0.0,35.0,124.5,0.15,0.5024696356275303
puell_multiple_puell_multiple,1d,target_logsharpe_ratio,0.010305235162377357,0.75,0.0,0.0,0.0,24.0,124.5,0.75,0.6313765182186235
correlation_gld,1d,target_logsharpe_ratio,0.02812059409916401,0.95,0.0,0.0,0.0,6.0,124.5,0.95,0.6859514170040486
correlation_iwm,1d,target_logsharpe_ratio,0.015416436828672886,0.6,0.0,0.0,0.0,17.0,124.5,0.6,0.6070445344129555
correlation_qqq,1d,target_logsharpe_ratio,0.041628990322351456,0.95,0.0,0.0,0.0,3.0,124.5,0.95,0.6883805668016194
correlation_tlt,1d,target_logsharpe_ratio,0.005850439891219139,0.15,0.0,0.0,0.0,41.0,124.5,0.15,0.4976113360323886
etf_btc_change_usd,1d,target_logsharpe_ratio,0.022225184366106987,0.9,0.0,0.0,0.0,9.0,124.5,0.9,0.6735222672064778
etf_eth_net_assets_usd,1d,target_logsharpe_ratio,0.03913179039955139,0.95,0.0,0.0,0.0,4.0,124.5,0.95,0.6875708502024291
etf_eth_change_usd,1d,target_logsharpe_ratio,0.017638467252254486,0.95,0.0,0.0,0.0,14.0,124.5,0.95,0.6794736842105263
funding_rate,1d,target_logsharpe_ratio,0.0018367428565397859,0.05,0.0,0.0,0.0,96.0,124.5,0.05,0.43307692307692314
basis_z,1d,target_logsharpe_ratio,0.0034171692095696926,0.0,0.0,0.0,0.0,60.0,124.5,0.0,0.4522267206477733
volume,1d,target_drawdown_prob,0.00036235825973562896,0.0,0.0,0.0,0.0,172.0,124.5,0.0,0.36153846153846153
rsi,1d,target_drawdown_prob,0.00412540789693594,0.0,0.0,0.0,0.0,51.0,124.5,0.0,0.45951417004048584
macd_hist,1d,target_drawdown_prob,0.0026450452860444784,0.0,0.0,0.0,0.0,82.0,124.5,0.0,0.434412955465587
kdj_j,1d,target_drawdown_prob,0.004607298877090216,0.0,0.0,0.0,0.0,45.0,124.5,0.0,0.46437246963562756
momentum,1d,target_drawdown_prob,0.003629068611189723,0.0,0.0,0.0,0.0,58.0,124.5,0.0,0.45384615384615384
vol_change,1d,target_drawdown_prob,0.0020485278218984604,0.0,0.0,0.0,0.0,105.0,124.5,0.0,0.41578947368421054
obv,1d,target_drawdown_prob,0.00316867814399302,0.0,0.0,0.0,0.0,69.0,124.5,0.0,0.4449392712550607
cci,1d,target_drawdown_prob,0.00963608082383871,0.2,0.0,0.0,0.0,18.0,124.5,0.2,0.5262348178137651
adx,1d,target_drawdown_prob,0.005999092478305101,0.0,0.0,0.0,0.0,31.0,124.5,0.0,0.4757085020242915
plus_di,1d,target_drawdown_prob,0.017701588571071625,0.05,0.0,0.0,0.0,8.0,124.5,0.05,0.504331983805668
minus_di,1d,target_drawdown_prob,0.003084203228354454,0.0,0.0,0.0,0.0,73.0,124.5,0.0,0.4417004048582996
trend_flag,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
boll_bandwidth,1d,target_drawdown_prob,0.0006536170840263367,0.0,0.0,0.0,0.0,160.0,124.5,0.0,0.3712550607287449
range_flag,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
high_vol_flag,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
stress_flag,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
donchian_high_20,1d,target_drawdown_prob,0.0019251815974712372,0.0,0.0,0.0,0.0,109.0,124.5,0.0,0.41255060728744936
squeeze_on,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
ppo,1d,target_drawdown_prob,0.002376752905547619,0.0,0.0,0.0,0.0,98.0,124.5,0.0,0.42145748987854253
tsi,1d,target_drawdown_prob,0.04958844184875488,0.05,0.0,0.0,0.0,2.0,124.5,0.05,0.5091902834008097
cloud_thickness,1d,target_drawdown_prob,0.005520810838788748,0.0,0.0,0.0,0.0,36.0,124.5,0.0,0.4716599190283401
heikin_ashi_trend,1d,target_drawdown_prob,0.004137953277677298,0.0,0.0,0.0,0.0,49.0,124.5,0.0,0.4611336032388664
ret_skew_30d,1d,target_drawdown_prob,0.009715850464999676,0.0,0.0,0.0,0.0,17.0,124.5,0.0,0.48704453441295553
ret_kurt_30d,1d,target_drawdown_prob,0.0007581839454360306,0.0,0.0,0.0,0.0,154.0,124.5,0.0,0.37611336032388665
var_95_30d,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
cvar_95_30d,1d,target_drawdown_prob,0.007584096398204565,0.0,0.0,0.0,0.0,23.0,124.5,0.0,0.4821862348178138
z_score_gap,1d,target_drawdown_prob,0.004822800401598215,0.0,0.0,0.0,0.0,43.0,124.5,0.0,0.4659919028340081
doji_ratio_20,1d,target_drawdown_prob,0.0007219315157271922,0.0,0.0,0.0,0.0,156.0,124.5,0.0,0.37449392712550605
hammer_cnt_20,1d,target_drawdown_prob,0.003739959094673395,0.0,0.0,0.0,0.0,54.0,124.5,0.0,0.457085020242915
engulfing_up_cnt_20,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
mfi,1d,target_drawdown_prob,0.0029885258991271257,0.0,0.0,0.0,0.0,75.0,124.5,0.0,0.44008097165991905
cmf,1d,target_drawdown_prob,0.005331159569323063,0.05,0.0,0.0,0.0,37.0,124.5,0.05,0.4808502024291498
price_volume_corr_20,1d,target_drawdown_prob,0.009011264890432358,0.0,0.0,0.0,0.0,20.0,124.5,0.0,0.48461538461538467
price_position_ma200,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
r_sym,1d,target_drawdown_prob,0.02546197921037674,0.9,0.0,0.0,0.0,4.0,124.5,0.9,0.6775708502024291
r_btc,1d,target_drawdown_prob,0.006482187192887068,0.0,0.0,0.0,0.0,28.0,124.5,0.0,0.47813765182186235
beta_btc_60d,1d,target_drawdown_prob,0.020411113277077675,0.0,0.0,0.0,0.0,7.0,124.5,0.0,0.4951417004048583
distance_to_pivot,1d,target_drawdown_prob,0.0032804987858980894,0.0,0.0,0.0,0.0,65.0,124.5,0.0,0.4481781376518219
hour_cos,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
dow_sin,1d,target_drawdown_prob,0.003098380984738469,0.0,0.0,0.0,0.0,71.0,124.5,0.0,0.4433198380566802
dow_cos,1d,target_drawdown_prob,0.005306238774210215,0.0,0.0,0.0,0.0,39.0,124.5,0.0,0.46923076923076923
trend_flag_diff1,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
trend_flag_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
range_flag_diff1,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
range_flag_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
ppo_diff1,1d,target_drawdown_prob,0.0002763821976259351,0.0,0.0,0.0,0.0,180.0,124.5,0.0,0.35506072874493927
ppo_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
stoch_rsi_diff1,1d,target_drawdown_prob,0.00036013935459777713,0.0,0.0,0.0,0.0,173.0,124.5,0.0,0.36072874493927126
stoch_rsi_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
psar_diff1,1d,target_drawdown_prob,0.0013510938733816147,0.0,0.0,0.0,0.0,131.0,124.5,0.0,0.39473684210526316
psar_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
ret_skew_30d_diff1,1d,target_drawdown_prob,0.0019628882873803377,0.0,0.0,0.0,0.0,107.0,124.5,0.0,0.41417004048583
ret_skew_30d_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
ret_kurt_30d_diff1,1d,target_drawdown_prob,0.0011943421559408307,0.05,0.0,0.0,0.0,139.0,124.5,0.05,0.3982591093117409
ret_kurt_30d_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
mfi_diff1,1d,target_drawdown_prob,0.002312683267518878,0.0,0.0,0.0,0.0,100.0,124.5,0.0,0.41983805668016194
mfi_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
price_position_ma200_diff1,1d,target_drawdown_prob,0.0005912626511417329,0.0,0.0,0.0,0.0,163.0,124.5,0.0,0.3688259109311741
price_position_ma200_slope_24h,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
macd_bullish_cross,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
rsi_overbought,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
rsi_oversold,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
price_above_ma20,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
breakout_recent_high,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
trendline_slope_20,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
ma_diff_5_20,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
volume_relative_20,1d,target_drawdown_prob,0.0022654340136796236,0.0,0.0,0.0,0.0,101.0,124.5,0.0,0.4190283400809717
volume_percentile,1d,target_drawdown_prob,0.006217650603502989,0.0,0.0,0.0,0.0,29.0,124.5,0.0,0.47732793522267214
distance_to_support,1d,target_drawdown_prob,0.0017594419186934829,0.0,0.0,0.0,0.0,117.0,124.5,0.0,0.40607287449392715
distance_to_resistance,1d,target_drawdown_prob,0.008019472472369671,0.0,0.0,0.0,0.0,22.0,124.5,0.0,0.482995951417004
volume_spike_near_support,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
volume_spike_near_resist,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
obv_diff1,1d,target_drawdown_prob,0.0018970993114635348,0.0,0.0,0.0,0.0,110.0,124.5,0.0,0.41174089068825914
obv_pct,1d,target_drawdown_prob,0.0066246818751096725,0.0,0.0,0.0,0.0,27.0,124.5,0.0,0.4789473684210527
obv_slope_14,1d,target_drawdown_prob,0.004297859501093626,0.0,0.0,0.0,0.0,48.0,124.5,0.0,0.4619433198380567
atr_ratio_price,1d,target_drawdown_prob,0.0009155821171589196,0.0,0.0,0.0,0.0,148.0,124.5,0.0,0.38097165991902837
atr_ratio_range,1d,target_drawdown_prob,0.0010479048360139132,0.0,0.0,0.0,0.0,140.0,124.5,0.0,0.38744939271255063
atr_change,1d,target_drawdown_prob,0.0032400984782725573,0.0,0.0,0.0,0.0,67.0,124.5,0.0,0.44655870445344126
atr_slope,1d,target_drawdown_prob,0.0013289214111864567,0.0,0.0,0.0,0.0,133.0,124.5,0.0,0.39311740890688257
amplitude_range,1d,target_drawdown_prob,0.0017934031784534454,0.0,0.0,0.0,0.0,115.0,124.5,0.0,0.4076923076923077
ma20_zn30,1d,target_drawdown_prob,0.0027983407489955425,0.0,0.0,0.0,0.0,80.0,124.5,0.0,0.43603238866396765
boll_upper_zn30,1d,target_drawdown_prob,0.020964907482266426,0.0,0.0,0.0,0.0,6.0,124.5,0.0,0.4959514170040486
boll_lower_zn30,1d,target_drawdown_prob,0.002543663140386343,0.0,0.0,0.0,0.0,85.0,124.5,0.0,0.4319838056680162
support_level_20_zn30,1d,target_drawdown_prob,0.0003823645820375532,0.0,0.0,0.0,0.0,170.0,124.5,0.0,0.3631578947368421
resistance_level_20_zn30,1d,target_drawdown_prob,0.024563075974583626,0.0,0.0,0.0,0.0,5.0,124.5,0.0,0.4967611336032388
distance_to_support_zn30,1d,target_drawdown_prob,0.0024602545890957117,0.0,0.0,0.0,0.0,93.0,124.5,0.0,0.42550607287449393
distance_to_resistance_zn30,1d,target_drawdown_prob,0.0014958067331463099,0.0,0.0,0.0,0.0,123.0,124.5,0.0,0.4012145748987854
volume_zn30,1d,target_drawdown_prob,0.0007840453181415796,0.0,0.0,0.0,0.0,152.0,124.5,0.0,0.37773279352226724
vol_ma_zn30,1d,target_drawdown_prob,0.005202830769121647,0.0,0.0,0.0,0.0,40.0,124.5,0.0,0.46842105263157896
volume_relative_20_zn30,1d,target_drawdown_prob,0.0004547123098745942,0.0,0.0,0.0,0.0,168.0,124.5,0.0,0.36477732793522266
obv_zn30,1d,target_drawdown_prob,0.007362106814980507,0.0,0.0,0.0,0.0,24.0,124.5,0.0,0.4813765182186235
atr_zn30,1d,target_drawdown_prob,0.00331087876111269,0.0,0.0,0.0,0.0,64.0,124.5,0.0,0.4489878542510121
amplitude_range_zn30,1d,target_drawdown_prob,0.0004585199349094182,0.0,0.0,0.0,0.0,167.0,124.5,0.0,0.365587044534413
atr_slope_zn30,1d,target_drawdown_prob,0.0016371560050174594,0.0,0.0,0.0,0.0,119.0,124.5,0.0,0.4044534412955466
trendline_slope_20_zn30,1d,target_drawdown_prob,0.0018401346169412136,0.0,0.0,0.0,0.0,112.0,124.5,0.0,0.4101214574898785
ma_diff_5_20_zn30,1d,target_drawdown_prob,0.0018153038108721375,0.0,0.0,0.0,0.0,113.0,124.5,0.0,0.4093117408906883
cci_zn30,1d,target_drawdown_prob,0.0035025421530008316,0.0,0.0,0.0,0.0,61.0,124.5,0.0,0.451417004048583
adx_scaled_zn30,1d,target_drawdown_prob,0.00253857159987092,0.0,0.0,0.0,0.0,86.0,124.5,0.0,0.4311740890688259
vwap_zn30,1d,target_drawdown_prob,0.005876537878066301,0.0,0.0,0.0,0.0,34.0,124.5,0.0,0.47327935222672063
obv_diff1_zn30,1d,target_drawdown_prob,0.0007618766976520419,0.0,0.0,0.0,0.0,153.0,124.5,0.0,0.3769230769230769
obv_pct_zn30,1d,target_drawdown_prob,0.0058890520595014095,0.0,0.0,0.0,0.0,33.0,124.5,0.0,0.47408906882591095
obv_slope_14_zn30,1d,target_drawdown_prob,0.0028540263883769512,0.0,0.0,0.0,0.0,79.0,124.5,0.0,0.43684210526315786
trend_flag_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
range_flag_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
high_vol_flag_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
stress_flag_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
keltner_upper_20_zn30,1d,target_drawdown_prob,0.001467844471335411,0.0,0.0,0.0,0.0,125.0,124.5,0.0,0.3995951417004049
keltner_lower_20_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
squeeze_on_zn30,1d,target_drawdown_prob,0.0020200263243168592,0.0,0.0,0.0,0.0,106.0,124.5,0.0,0.4149797570850202
ppo_zn30,1d,target_drawdown_prob,0.003610206302255392,0.0,0.0,0.0,0.0,59.0,124.5,0.0,0.45303643724696363
stoch_rsi_zn30,1d,target_drawdown_prob,0.0008468441083095968,0.0,0.0,0.0,0.0,150.0,124.5,0.0,0.3793522267206478
williams_r_zn30,1d,target_drawdown_prob,0.002471905667334795,0.0,0.0,0.0,0.0,91.0,124.5,0.0,0.4271255060728745
ichimoku_conv_zn30,1d,target_drawdown_prob,0.00016955944010987878,0.0,0.0,0.0,0.0,183.0,124.5,0.0,0.3526315789473684
ichimoku_base_zn30,1d,target_drawdown_prob,0.0014502002159133554,0.0,0.0,0.0,0.0,127.0,124.5,0.0,0.39797570850202424
ichimoku_span_a_zn30,1d,target_drawdown_prob,0.0005467234877869487,0.0,0.0,0.0,0.0,165.0,124.5,0.0,0.3672064777327935
ichimoku_span_b_zn30,1d,target_drawdown_prob,0.004503436852246523,0.0,0.0,0.0,0.0,47.0,124.5,0.0,0.462753036437247
cloud_thickness_zn30,1d,target_drawdown_prob,0.001867680111899972,0.05,0.0,0.0,0.0,111.0,124.5,0.05,0.4209311740890689
psar_zn30,1d,target_drawdown_prob,0.007104488089680672,0.0,0.0,0.0,0.0,26.0,124.5,0.0,0.47975708502024295
psar_flip_flag_zn30,1d,target_drawdown_prob,0.0,0.0,0.0,0.0,0.0,218.5,124.5,0.0,0.32388663967611336
supertrend_10_3_zn30,1d,target_drawdown_prob,0.0017930871108546853,0.0,0.0,0.0,0.0,116.0,124.5,0.0,0.4068825910931174
heikin_ashi_trend_zn30,1d,target_drawdown_prob,0.0005887463921681046,0.0,0.0,0.0,0.0,164.0,124.5,0.0,0.36801619433198385
ret_skew_30d_zn30,1d,target_drawdown_prob,0.011019956320524216,0.0,0.0,0.0,0.0,15.0,124.5,0.0,0.48866396761133607
ret_kurt_30d_zn30,1d,target_drawdown_prob,0.0058920253068208694,0.0,0.0,0.0,0.0,32.0,124.5,0.0,0.4748987854251013
var_95_30d_zn30,1d,target_drawdown_prob,0.00903246458619833,0.0,0.0,0.0,0.0,19.0,124.5,0.0,0.4854251012145749
cvar_95_30d_zn30,1d,target_drawdown_prob,0.00020816989126615226,0.0,0.0,0.0,0.0,182.0,124.5,0.0,0.35344129554655873
z_score_gap_zn30,1d,target_drawdown_prob,0.0024713424500077963,0.0,0.0,0.0,0.0,92.0,124.5,0.0,0.42631578947368426
engulfing_up_cnt_20_zn30,1d,target_drawdown_prob,0.0008805711404420435,0.0,0.0,0.0,0.0,149.0,124.5,0.0,0.3801619433198381
doji_ratio_20_zn30,1d,target_drawdown_prob,0.0007157384534366429,0.0,0.0,0.0,0.0,157.0,124.5,0.0,0.3736842105263158
hammer_cnt_20_zn30,1d,target_drawdown_prob,0.007270663511008024,0.0,0.0,0.0,0.0,25.0,124.5,0.0,0.4805668016194332
mfi_zn30,1d,target_drawdown_prob,0.0013351539382711053,0.0,0.0,0.0,0.0,132.0,124.5,0.0,0.3939271255060729
cmf_zn30,1d,target_drawdown_prob,0.0037093523424118757,0.0,0.0,0.0,0.0,56.0,124.5,0.0,0.45546558704453444
