expert,symbol,period,rows,start_dt,end_dt,policy_enabled,policy_scope,policy_method,intersect_cols_count,intersect_all_null_cols_count,missing_threshold_cols_count,missing_threshold_rows
OnChain-ETF-TFT-rich,BTC_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,ETH_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,ETH_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,ETH_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,SOL_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,SOL_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
OnChain-ETF-TFT-rich,SOL_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-base,ADA_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,ADA_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,ADA_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BNB_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BNB_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BNB_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BTC_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BTC_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,BTC_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,ETH_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,ETH_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,ETH_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,SOL_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,SOL_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Regime-Gate-base,SOL_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Regime-Gate-rich,ADA_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,ADA_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,ADA_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BNB_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BNB_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BNB_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BTC_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BTC_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,BTC_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,ETH_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,ETH_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,ETH_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,SOL_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,SOL_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
Regime-Gate-rich,SOL_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-base,ADA_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,ADA_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,ADA_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BNB_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BNB_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BNB_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BTC_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BTC_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,BTC_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,ETH_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,ETH_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,ETH_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,SOL_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,SOL_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-base,SOL_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
RelativeStrength-Spread-TFT-rich,ADA_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,ADA_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,ADA_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BNB_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BNB_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BNB_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BTC_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BTC_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,BTC_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,ETH_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,ETH_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,ETH_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,SOL_USDT,1d,411,2024-07-24 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,SOL_USDT,1h,9912,2024-07-23 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,59,0,0,0
RelativeStrength-Spread-TFT-rich,SOL_USDT,4h,2476,2024-07-23 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,59,0,0,0
Risk-Prob-TFT-base,ADA_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,ADA_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,ADA_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BNB_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BNB_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BNB_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BTC_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BTC_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,BTC_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,ETH_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,ETH_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,ETH_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,SOL_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,SOL_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-base,SOL_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Prob-TFT-rich,ADA_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,ADA_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,ADA_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BNB_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BNB_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BNB_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BTC_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BTC_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,BTC_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,ETH_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,ETH_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,ETH_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,SOL_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,SOL_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Prob-TFT-rich,SOL_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-base,ADA_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,ADA_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,ADA_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BNB_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BNB_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BNB_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BTC_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BTC_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,BTC_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,ETH_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,ETH_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,ETH_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,SOL_USDT,1d,1543,2021-06-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,SOL_USDT,1h,42383,2020-11-08 02:00:00+00:00,2025-09-09 00:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-base,SOL_USDT,4h,10511,2020-11-22 00:00:00+00:00,2025-09-08 16:00:00+00:00,False,,,0,0,0,0
Risk-Reg-TFT-rich,ADA_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,ADA_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,ADA_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BNB_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BNB_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BNB_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BTC_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BTC_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,BTC_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,ETH_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,ETH_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,ETH_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,SOL_USDT,1d,1542,2021-06-19 00:00:00+00:00,2025-09-07 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,SOL_USDT,1h,42360,2020-11-09 01:00:00+00:00,2025-09-09 00:00:00+00:00,True,onchain,intersect,4,0,0,0
Risk-Reg-TFT-rich,SOL_USDT,4h,10510,2020-11-22 04:00:00+00:00,2025-09-08 16:00:00+00:00,True,onchain,intersect,4,0,0,0
