feature,tree_importance,perm_mean,perm_std,base_score,delta_metric,tree_rank,perm_rank,rank_avg,rank_pct,period,target,era,block_len,embargo,purge,perm_ci95_low,perm_ci95_high
target_breakout_prob,0.05205615,0.011084988602483881,0.0012582937777706952,0.5632326820603908,0.011084988602483881,1.0,1.0,1.0,0.004032258064516129,1h,target_binarytrend,2025,36,0,0,0.009982045476761847,0.012187931728205915
tsi,0.010939795,0.00041180117627475087,0.0003762073355248102,0.5632326820603908,0.00041180117627475087,2.0,130.0,66.0,0.2661290322580645,1h,target_binarytrend,2025,36,0,0,8.204090733467248e-05,0.0007415614452148293
stress_flag_zn30,0.009184474,0.0,0.0,0.5632326820603908,0.0,3.0,171.0,87.0,0.35080645161290325,1h,target_binarytrend,2025,36,0,0,0.0,0.0
volume_spike_near_support,0.00839362,-6.205991512415742e-05,9.523694198985154e-05,0.5632326820603908,-6.205991512415742e-05,4.0,189.0,96.5,0.38911290322580644,1h,target_binarytrend,2025,36,0,0,-0.00014553877541749417,2.1418945169179323e-05
high_vol_flag,0.008007027,-0.000167613494316865,2.0012798222301954e-05,0.5632326820603908,-0.000167613494316865,5.0,197.0,101.0,0.40725806451612906,1h,target_binarytrend,2025,36,0,0,-0.0001851554853969262,-0.00015007150323680378
high_vol_flag_zn30,0.0076825395,0.0003265379797710244,6.249927488751383e-05,0.5632326820603908,0.0003265379797710244,6.0,137.0,71.5,0.28830645161290325,1h,target_binarytrend,2025,36,0,0,0.00027175494991139724,0.0003813210096306516
keltner_lower_20_mm30,0.0073570446,-0.0008416330616006773,0.0004744881150438544,0.5632326820603908,-0.0008416330616006773,7.0,219.0,113.0,0.45564516129032256,1h,target_binarytrend,2025,36,0,0,-0.0012575402320641666,-0.0004257258911371881
high_mm30,0.0067520556,-0.0009187567441030442,0.0014885410562950412,0.5632326820603908,-0.0009187567441030442,8.0,224.0,116.0,0.46774193548387094,1h,target_binarytrend,2025,36,0,0,-0.002223520507859665,0.0003860070196535767
cci,0.0064543886,0.0026831129997545887,0.00045968495839154616,0.5632326820603908,0.0026831129997545887,9.0,20.0,14.5,0.05846774193548387,1h,target_binarytrend,2025,36,0,0,0.002280181368197106,0.0030860446313120712
google_trend_percent_bitcoin_bubble_index,0.006250372,0.0,0.0,0.5632326820603908,0.0,10.0,171.0,90.5,0.3649193548387097,1h,target_binarytrend,2025,36,0,0,0.0,0.0
range_flag_slope_24h,0.0062447055,0.0004939717020307155,0.00011738022615371697,0.5632326820603908,0.0004939717020307155,11.0,123.0,67.0,0.2701612903225806,1h,target_binarytrend,2025,36,0,0,0.0003910833973922637,0.0005968600066691673
target_vol_jump_prob,0.0062392075,-7.453423232226531e-05,5.104973825491577e-05,0.5632326820603908,-7.453423232226531e-05,12.0,190.0,101.0,0.40725806451612906,1h,target_binarytrend,2025,36,0,0,-0.00011928130083111807,-2.9787163813412553e-05
ppo,0.005618534,0.0012914491597657784,0.00039848741855998045,0.5632326820603908,0.0012914491597657784,13.0,64.0,38.5,0.15524193548387097,1h,target_binarytrend,2025,36,0,0,0.0009421595369829955,0.0016407387825485612
taker_buy_sell_imbalance,0.005443286,0.0030747344423946556,0.0011669064886309557,0.5632326820603908,0.0030747344423946556,14.0,13.0,13.5,0.05443548387096774,1h,target_binarytrend,2025,36,0,0,0.0020518958074646097,0.0040975730773247015
r_btc,0.005394285,0.0046299773907736656,0.0023740539140466835,0.5632326820603908,0.0046299773907736656,15.0,3.0,9.0,0.036290322580645164,1h,target_binarytrend,2025,36,0,0,0.0025490273846229972,0.006710927396924334
taker_imbalance_z,0.005383109,0.0044384228088331975,0.0006556555439313126,0.5632326820603908,0.0044384228088331975,16.0,4.0,10.0,0.04032258064516129,1h,target_binarytrend,2025,36,0,0,0.003863715385339632,0.005013130232326763
range_flag_zn30,0.0052254847,0.0006893602761122386,7.453465811630974e-05,0.5632326820603908,0.0006893602761122386,17.0,106.0,61.5,0.24798387096774194,1h,target_binarytrend,2025,36,0,0,0.0006240277677189508,0.0007546927845055265
cdri_index_value_futures_cdri,0.005215519,0.0013277265793121495,0.00012221812649821409,0.5632326820603908,0.0013277265793121495,18.0,62.0,40.0,0.16129032258064516,1h,target_binarytrend,2025,36,0,0,0.0012205976680505408,0.0014348554905737581
sth_sopr_bitcoin_sth_sopr,0.005200733,0.0012466616017531074,0.0004519975178070929,0.5632326820603908,0.0012466616017531074,19.0,68.0,43.5,0.17540322580645162,1h,target_binarytrend,2025,36,0,0,0.0008504683089657976,0.0016428548945404174
low_mm30,0.0051044226,-0.0016358519973701969,0.00171056743021155,0.5632326820603908,-0.0016358519973701969,20.0,239.0,129.5,0.5221774193548387,1h,target_binarytrend,2025,36,0,0,-0.0031352304585578568,-0.00013647353618253697
range_flag,0.0050846254,0.0,0.0,0.5632326820603908,0.0,21.0,171.0,96.0,0.3870967741935484,1h,target_binarytrend,2025,36,0,0,0.0,0.0
