feature,target,metric,value,window_start,window_end
distance_to_resistance,target_logreturn,ic,0.03756057658414008,2024-07-23 01:00:00,2025-06-11 00:00:00
trendline_slope_20,target_logreturn,ic,-0.01552919193744829,2024-07-23 01:00:00,2025-06-11 00:00:00
ma_diff_5_20,target_logreturn,ic,-0.018508960038723436,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_relative_20,target_logreturn,ic,0.012059806504924886,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_percentile,target_logreturn,ic,0.023944642968262743,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_support,target_logreturn,ic,-0.0162108952984727,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_spike_near_support,target_logreturn,ic,0.015891857375076594,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_spike_near_resist,target_logreturn,ic,-0.006533646647263488,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_diff1,target_logreturn,ic,-0.0330396586429743,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_pct,target_logreturn,ic,0.004621501421117852,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_slope_14,target_logreturn,ic,-0.01409642420708627,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_ratio_price,target_logreturn,ic,0.018031429354758703,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_ratio_range,target_logreturn,ic,-0.016540538279937483,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_change,target_logreturn,ic,0.003874390296479669,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_slope,target_logreturn,ic,0.0025498302263783665,2024-07-23 01:00:00,2025-06-11 00:00:00
ma20_zn30,target_logreturn,ic,-0.021284633004383612,2024-07-23 01:00:00,2025-06-11 00:00:00
boll_upper_zn30,target_logreturn,ic,-0.014336298200825826,2024-07-23 01:00:00,2025-06-11 00:00:00
boll_lower_zn30,target_logreturn,ic,-0.02570905718394972,2024-07-23 01:00:00,2025-06-11 00:00:00
support_level_20_zn30,target_logreturn,ic,-0.02598943600798553,2024-07-23 01:00:00,2025-06-11 00:00:00
resistance_level_20_zn30,target_logreturn,ic,-0.01977107604207202,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_support_zn30,target_logreturn,ic,-0.01532374913782502,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_resistance_zn30,target_logreturn,ic,0.030334878769620377,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_zn30,target_logreturn,ic,0.016796252899092284,2024-07-23 01:00:00,2025-06-11 00:00:00
vol_ma_zn30,target_logreturn,ic,0.016299583005175037,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_relative_20_zn30,target_logreturn,ic,0.005781536705998533,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_zn30,target_logreturn,ic,-0.028840319197969075,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_zn30,target_logreturn,ic,0.015413139126870753,2024-07-23 01:00:00,2025-06-11 00:00:00
amplitude_range_zn30,target_logreturn,ic,0.020746072339180913,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_slope_zn30,target_logreturn,ic,0.0009641962102359035,2024-07-23 01:00:00,2025-06-11 00:00:00
trendline_slope_20_zn30,target_logreturn,ic,-0.003982875973591134,2024-07-23 01:00:00,2025-06-11 00:00:00
ma_diff_5_20_zn30,target_logreturn,ic,-0.010923323434419204,2024-07-23 01:00:00,2025-06-11 00:00:00
cci_zn30,target_logreturn,ic,-0.01938103893081266,2024-07-23 01:00:00,2025-06-11 00:00:00
adx_scaled_zn30,target_logreturn,ic,0.005963640099009527,2024-07-23 01:00:00,2025-06-11 00:00:00
vwap_zn30,target_logreturn,ic,-0.0013445304657821238,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_diff1_zn30,target_logreturn,ic,-0.03203236234900656,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_pct_zn30,target_logreturn,ic,0.004619718899636683,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_slope_14_zn30,target_logreturn,ic,-0.009981613741496496,2024-07-23 01:00:00,2025-06-11 00:00:00
trend_flag_zn30,target_logreturn,ic,0.003735292209524173,2024-07-23 01:00:00,2025-06-11 00:00:00
range_flag_zn30,target_logreturn,ic,0.004780320054513202,2024-07-23 01:00:00,2025-06-11 00:00:00
high_vol_flag_zn30,target_logreturn,ic,0.0032119312162402986,2024-07-23 01:00:00,2025-06-11 00:00:00
stress_flag_zn30,target_logreturn,ic,0.00046849364756843014,2024-07-23 01:00:00,2025-06-11 00:00:00
keltner_upper_20_zn30,target_logreturn,ic,-0.015835449242424,2024-07-23 01:00:00,2025-06-11 00:00:00
keltner_lower_20_zn30,target_logreturn,ic,-0.022918035481230167,2024-07-23 01:00:00,2025-06-11 00:00:00
squeeze_on_zn30,target_logreturn,ic,0.0014333613386168253,2024-07-23 01:00:00,2025-06-11 00:00:00
ppo_zn30,target_logreturn,ic,-0.014660615310764149,2024-07-23 01:00:00,2025-06-11 00:00:00
stoch_rsi_zn30,target_logreturn,ic,0.013761306483945464,2024-07-23 01:00:00,2025-06-11 00:00:00
williams_r_zn30,target_logreturn,ic,-0.007660804962628453,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_conv_zn30,target_logreturn,ic,-0.01895507276509994,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_base_zn30,target_logreturn,ic,-0.011073711520328279,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_span_a_zn30,target_logreturn,ic,0.008477709913286866,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_span_b_zn30,target_logreturn,ic,-0.0023059466851063663,2024-07-23 01:00:00,2025-06-11 00:00:00
cloud_thickness_zn30,target_logreturn,ic,-0.012759373663864686,2024-07-23 01:00:00,2025-06-11 00:00:00
psar_zn30,target_logreturn,ic,-0.012459303523867397,2024-07-23 01:00:00,2025-06-11 00:00:00
psar_flip_flag_zn30,target_logreturn,ic,0.003986682489915512,2024-07-23 01:00:00,2025-06-11 00:00:00
supertrend_10_3_zn30,target_logreturn,ic,-0.025101415221983118,2024-07-23 01:00:00,2025-06-11 00:00:00
heikin_ashi_trend_zn30,target_logreturn,ic,-0.017782470213296358,2024-07-23 01:00:00,2025-06-11 00:00:00
ret_skew_30d_zn30,target_logreturn,ic,-0.006639754435468162,2024-07-23 01:00:00,2025-06-11 00:00:00
ret_kurt_30d_zn30,target_logreturn,ic,0.0006900136448069463,2024-07-23 01:00:00,2025-06-11 00:00:00
var_95_30d_zn30,target_logreturn,ic,-0.023162266397547527,2024-07-23 01:00:00,2025-06-11 00:00:00
cvar_95_30d_zn30,target_logreturn,ic,-0.02188248650345185,2024-07-23 01:00:00,2025-06-11 00:00:00
z_score_gap_zn30,target_logreturn,ic,0.008076237972751267,2024-07-23 01:00:00,2025-06-11 00:00:00
engulfing_up_cnt_20_zn30,target_logreturn,ic,-0.008835041102041802,2024-07-23 01:00:00,2025-06-11 00:00:00
doji_ratio_20_zn30,target_logreturn,ic,-0.00014849623711135515,2024-07-23 01:00:00,2025-06-11 00:00:00
hammer_cnt_20_zn30,target_logreturn,ic,0.014361510155157065,2024-07-23 01:00:00,2025-06-11 00:00:00
mfi_zn30,target_logreturn,ic,-0.0055442956490584705,2024-07-23 01:00:00,2025-06-11 00:00:00
cmf_zn30,target_logreturn,ic,-0.006353583578101158,2024-07-23 01:00:00,2025-06-11 00:00:00
price_volume_corr_20_zn30,target_logreturn,ic,-0.02038442312128764,2024-07-23 01:00:00,2025-06-11 00:00:00
price_position_ma200_zn30,target_logreturn,ic,-0.019666857613470295,2024-07-23 01:00:00,2025-06-11 00:00:00
beta_btc_60d_zn30,target_logreturn,ic,-0.0017514561479080287,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_pivot_zn30,target_logreturn,ic,-0.0013809232437829281,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_profile_hvn_zn30,target_logreturn,ic,-8.418533291154417e-05,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_profile_lvn_zn30,target_logreturn,ic,-0.001372219440601574,2024-07-23 01:00:00,2025-06-11 00:00:00
dow_sin_zn30,target_logreturn,ic,-0.0023161248732432808,2024-07-23 01:00:00,2025-06-11 00:00:00
dow_cos_zn30,target_logreturn,ic,-0.012843658561911574,2024-07-23 01:00:00,2025-06-11 00:00:00
high_mm30,target_logreturn,ic,-0.025663649903890088,2024-07-23 01:00:00,2025-06-11 00:00:00
low_mm30,target_logreturn,ic,-0.0305240767797194,2024-07-23 01:00:00,2025-06-11 00:00:00
ma5_mm30,target_logreturn,ic,-0.027245125402789117,2024-07-23 01:00:00,2025-06-11 00:00:00
ma20_mm30,target_logreturn,ic,-0.021133488251378695,2024-07-23 01:00:00,2025-06-11 00:00:00
boll_upper_mm30,target_logreturn,ic,-0.012014369701181055,2024-07-23 01:00:00,2025-06-11 00:00:00
boll_lower_mm30,target_logreturn,ic,-0.026341944684715467,2024-07-23 01:00:00,2025-06-11 00:00:00
support_level_20_mm30,target_logreturn,ic,-0.02379767609772506,2024-07-23 01:00:00,2025-06-11 00:00:00
resistance_level_20_mm30,target_logreturn,ic,-0.01374246184264514,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_support_mm30,target_logreturn,ic,-0.018191048287039383,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_resistance_mm30,target_logreturn,ic,0.03233492703727549,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_mm30,target_logreturn,ic,0.0171004301924402,2024-07-23 01:00:00,2025-06-11 00:00:00
vol_ma_mm30,target_logreturn,ic,0.016067514497570563,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_relative_20_mm30,target_logreturn,ic,0.008570006918913057,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_mm30,target_logreturn,ic,-0.028490640332442158,2024-07-23 01:00:00,2025-06-11 00:00:00
amplitude_range_mm30,target_logreturn,ic,0.018830794770561862,2024-07-23 01:00:00,2025-06-11 00:00:00
atr_slope_mm30,target_logreturn,ic,-0.001351917177458389,2024-07-23 01:00:00,2025-06-11 00:00:00
cci_mm30,target_logreturn,ic,-0.018153805367232975,2024-07-23 01:00:00,2025-06-11 00:00:00
adx_scaled_mm30,target_logreturn,ic,0.0059423636505971135,2024-07-23 01:00:00,2025-06-11 00:00:00
vwap_mm30,target_logreturn,ic,-0.006799822362085735,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_diff1_mm30,target_logreturn,ic,-0.030876234443222187,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_pct_mm30,target_logreturn,ic,0.0022789777605486117,2024-07-23 01:00:00,2025-06-11 00:00:00
obv_slope_14_mm30,target_logreturn,ic,-0.009495866782427049,2024-07-23 01:00:00,2025-06-11 00:00:00
trend_flag_mm30,target_logreturn,ic,0.006449300423053984,2024-07-23 01:00:00,2025-06-11 00:00:00
keltner_upper_20_mm30,target_logreturn,ic,-0.015561527360506379,2024-07-23 01:00:00,2025-06-11 00:00:00
keltner_lower_20_mm30,target_logreturn,ic,-0.024026424359831964,2024-07-23 01:00:00,2025-06-11 00:00:00
williams_r_mm30,target_logreturn,ic,-0.011665807413716213,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_conv_mm30,target_logreturn,ic,-0.018955919258459443,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_base_mm30,target_logreturn,ic,-0.012620583500885015,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_span_a_mm30,target_logreturn,ic,0.009514028312062576,2024-07-23 01:00:00,2025-06-11 00:00:00
ichimoku_span_b_mm30,target_logreturn,ic,-0.001754513461805513,2024-07-23 01:00:00,2025-06-11 00:00:00
cloud_thickness_mm30,target_logreturn,ic,-0.014943889910529942,2024-07-23 01:00:00,2025-06-11 00:00:00
supertrend_10_3_mm30,target_logreturn,ic,-0.025452889181230298,2024-07-23 01:00:00,2025-06-11 00:00:00
heikin_ashi_trend_mm30,target_logreturn,ic,-0.016335299222593847,2024-07-23 01:00:00,2025-06-11 00:00:00
ret_skew_30d_mm30,target_logreturn,ic,-0.00477284162650764,2024-07-23 01:00:00,2025-06-11 00:00:00
ret_kurt_30d_mm30,target_logreturn,ic,-0.00016809821844590388,2024-07-23 01:00:00,2025-06-11 00:00:00
var_95_30d_mm30,target_logreturn,ic,-0.021964519527324228,2024-07-23 01:00:00,2025-06-11 00:00:00
cvar_95_30d_mm30,target_logreturn,ic,-0.02001197526325906,2024-07-23 01:00:00,2025-06-11 00:00:00
z_score_gap_mm30,target_logreturn,ic,0.009073470982846546,2024-07-23 01:00:00,2025-06-11 00:00:00
engulfing_up_cnt_20_mm30,target_logreturn,ic,-0.007822979303981938,2024-07-23 01:00:00,2025-06-11 00:00:00
doji_ratio_20_mm30,target_logreturn,ic,-0.0006564737435253628,2024-07-23 01:00:00,2025-06-11 00:00:00
hammer_cnt_20_mm30,target_logreturn,ic,0.015616243896702601,2024-07-23 01:00:00,2025-06-11 00:00:00
mfi_mm30,target_logreturn,ic,-0.007311892878214496,2024-07-23 01:00:00,2025-06-11 00:00:00
cmf_mm30,target_logreturn,ic,-0.005885559889560576,2024-07-23 01:00:00,2025-06-11 00:00:00
price_volume_corr_20_mm30,target_logreturn,ic,-0.019170808095323743,2024-07-23 01:00:00,2025-06-11 00:00:00
price_position_ma200_mm30,target_logreturn,ic,-0.01735057497300793,2024-07-23 01:00:00,2025-06-11 00:00:00
beta_btc_60d_mm30,target_logreturn,ic,-0.004261482975641895,2024-07-23 01:00:00,2025-06-11 00:00:00
distance_to_pivot_mm30,target_logreturn,ic,-0.003755842024780553,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_profile_hvn_mm30,target_logreturn,ic,0.005328545276656366,2024-07-23 01:00:00,2025-06-11 00:00:00
volume_profile_lvn_mm30,target_logreturn,ic,0.007086452092318011,2024-07-23 01:00:00,2025-06-11 00:00:00
hour_sin_mm30,target_logreturn,ic,-0.012595785294677206,2024-07-23 01:00:00,2025-06-11 00:00:00
hour_cos_mm30,target_logreturn,ic,0.002179815534947314,2024-07-23 01:00:00,2025-06-11 00:00:00
dow_sin_mm30,target_logreturn,ic,0.0034840725057699753,2024-07-23 01:00:00,2025-06-11 00:00:00
dow_cos_mm30,target_logreturn,ic,-0.013731939992709483,2024-07-23 01:00:00,2025-06-11 00:00:00
_orig_idx,target_logreturn,ic,-0.002583231004705066,2024-07-23 01:00:00,2025-06-11 00:00:00
us_m2_supply_bitcoin_bitcoin_vs_us_m2_growth,target_logreturn,ic,0.003817484654234357,2024-07-23 01:00:00,2025-06-11 00:00:00
rolling_volatility,target_logreturn,ic,0.011733740409299745,2024-07-23 01:00:00,2025-06-11 00:00:00
ewmavolatility,target_logreturn,ic,0.01218829424266794,2024-07-23 01:00:00,2025-06-11 00:00:00
return_skewness,target_logreturn,ic,0.02819198158642943,2024-07-23 01:00:00,2025-06-11 00:00:00
tail_bias_norm,target_logreturn,ic,0.05516866215055063,2024-07-23 01:00:00,2025-06-11 00:00:00
logreturn_pct_rank,target_logreturn,ic,-0.044352548643308246,2024-07-23 01:00:00,2025-06-11 00:00:00
target_vol_jump_prob,target_logreturn,ic,0.010671674254355158,2024-07-23 01:00:00,2025-06-11 00:00:00
target_realized_vol,target_logreturn,ic,0.00957511822968115,2024-07-23 01:00:00,2025-06-11 00:00:00
target_breakout_prob,target_logreturn,ic,0.0010610583383409004,2024-07-23 01:00:00,2025-06-11 00:00:00
funding_rate,target_logreturn,ic,0.025678480774811413,2024-07-23 01:00:00,2025-06-11 00:00:00
oi_mean_oc,target_logreturn,ic,-0.0035622948686693016,2024-07-23 01:00:00,2025-06-11 00:00:00
oi_mean_oc_z,target_logreturn,ic,0.005672022186960503,2024-07-23 01:00:00,2025-06-11 00:00:00
long_percent_ls_acc_global,target_logreturn,ic,-0.0027268928996104177,2024-07-23 01:00:00,2025-06-11 00:00:00
long_percent_ls_acc_top,target_logreturn,ic,-0.0007203086949723953,2024-07-23 01:00:00,2025-06-11 00:00:00
long_percent_ls_pos_top,target_logreturn,ic,-0.00947271395317606,2024-07-23 01:00:00,2025-06-11 00:00:00
open_basis_futures_basis,target_logreturn,ic,-0.006760208284506168,2024-07-23 01:00:00,2025-06-11 00:00:00
basis_z,target_logreturn,ic,-0.04079887494105691,2024-07-23 01:00:00,2025-06-11 00:00:00
open_change_futures_basis,target_logreturn,ic,-0.0028444354637333163,2024-07-23 01:00:00,2025-06-11 00:00:00
close_change_futures_basis,target_logreturn,ic,-0.015185107461678274,2024-07-23 01:00:00,2025-06-11 00:00:00
whale_index_value_whale_index,target_logreturn,ic,-0.009164549007634127,2024-07-23 01:00:00,2025-06-11 00:00:00
taker_sell_volume_usd,target_logreturn,ic,0.004877274317613356,2024-07-23 01:00:00,2025-06-11 00:00:00
taker_buy_sell_imbalance,target_logreturn,ic,0.08436931438133802,2024-07-23 01:00:00,2025-06-11 00:00:00
taker_sell_volume_usd_z,target_logreturn,ic,0.011100949490226572,2024-07-23 01:00:00,2025-06-11 00:00:00
taker_imbalance_z,target_logreturn,ic,0.08579818612223365,2024-07-23 01:00:00,2025-06-11 00:00:00
cdri_index_value_futures_cdri,target_logreturn,ic,0.004765198374361522,2024-07-23 01:00:00,2025-06-11 00:00:00
interest_rate_borrow_interest_rate_binance,target_logreturn,ic,0.000830667783501952,2024-07-23 01:00:00,2025-06-11 00:00:00
premium_premium_index,target_logreturn,ic,-0.0026119540783531925,2024-07-23 01:00:00,2025-06-11 00:00:00
altcoin_index_index,target_logreturn,ic,0.003992734623413064,2024-07-23 01:00:00,2025-06-11 00:00:00
movcd_bitcoin_bitcoin_reserve_risk,target_logreturn,ic,0.0023968730298575954,2024-07-23 01:00:00,2025-06-11 00:00:00
vocd_bitcoin_bitcoin_reserve_risk,target_logreturn,ic,0.01856181171139736,2024-07-23 01:00:00,2025-06-11 00:00:00
ahr999_value_ahr999,target_logreturn,ic,-0.012114242461256355,2024-07-23 01:00:00,2025-06-11 00:00:00
active_address_count_bitcoin_active_addresses,target_logreturn,ic,0.011338760721009476,2024-07-23 01:00:00,2025-06-11 00:00:00
new_address_count_bitcoin_new_addresses,target_logreturn,ic,0.022793678559187607,2024-07-23 01:00:00,2025-06-11 00:00:00
net_unpnl_bitcoin_bitcoin_net_unrealized_profit_loss,target_logreturn,ic,0.017922920739204335,2024-07-23 01:00:00,2025-06-11 00:00:00
sth_sopr_bitcoin_sth_sopr,target_logreturn,ic,0.034877191549755736,2024-07-23 01:00:00,2025-06-11 00:00:00
lth_sopr_bitcoin_lth_sopr,target_logreturn,ic,-0.013734884354124278,2024-07-23 01:00:00,2025-06-11 00:00:00
short_term_holder_supply_bitcoin_bitcoin_short_term_holder_supply,target_logreturn,ic,-0.016513997332531186,2024-07-23 01:00:00,2025-06-11 00:00:00
rhodl_ratio_bitcoin_bitcoin_rhodl_ratio,target_logreturn,ic,0.0017475858776680947,2024-07-23 01:00:00,2025-06-11 00:00:00
bitcoin_dominance_bitcoin_bitcoin_dominance,target_logreturn,ic,0.013407573829794532,2024-07-23 01:00:00,2025-06-11 00:00:00
global_m2_yoy_growth_bitcoin_bitcoin_vs_global_m2_growth,target_logreturn,ic,0.017579619547088563,2024-07-23 01:00:00,2025-06-11 00:00:00
us_m2_yoy_growth_bitcoin_bitcoin_vs_us_m2_growth,target_logreturn,ic,0.017483350606167913,2024-07-23 01:00:00,2025-06-11 00:00:00
bubble_index_bitcoin_bubble_index,target_logreturn,ic,-0.00864391128264625,2024-07-23 01:00:00,2025-06-11 00:00:00
google_trend_percent_bitcoin_bubble_index,target_logreturn,ic,0.011894777484692445,2024-07-23 01:00:00,2025-06-11 00:00:00
mining_difficulty_bitcoin_bubble_index,target_logreturn,ic,-0.001957699612233765,2024-07-23 01:00:00,2025-06-11 00:00:00
transaction_count_bitcoin_bubble_index,target_logreturn,ic,0.00795270945463287,2024-07-23 01:00:00,2025-06-11 00:00:00
address_send_count_bitcoin_bubble_index,target_logreturn,ic,0.018213802003247976,2024-07-23 01:00:00,2025-06-11 00:00:00
puell_multiple_puell_multiple,target_logreturn,ic,0.003049197215878913,2024-07-23 01:00:00,2025-06-11 00:00:00
correlation_gld,target_logreturn,ic,-0.009316790317138716,2024-07-23 01:00:00,2025-06-11 00:00:00
correlation_iwm,target_logreturn,ic,0.0023126312453336786,2024-07-23 01:00:00,2025-06-11 00:00:00
correlation_qqq,target_logreturn,ic,0.007677390366450122,2024-07-23 01:00:00,2025-06-11 00:00:00
correlation_tlt,target_logreturn,ic,-0.009205908313571537,2024-07-23 01:00:00,2025-06-11 00:00:00
